,Text,Tag,Value,doc_id,ID,Prediction
24,であるかを問わず、入札書には入札者が見積もった価格の１０８分の１００,,,300359900,300359900-25,
25,に該当する金額を入札書に記載すること。,,,300359900,300359900-26,
26,２．競争参加資格,,,300359900,300359900-27,
27,入札参加資格は、次の条件を満たす者であること。,,,300359900,300359900-28,
28,（１）機構の「競争参加者の資格に関する公示」の「３．競争に参加することができない者」,,,300359900,300359900-29,
29,に該当しない者であること。,,,300359900,300359900-30,
30,（２）国の平成２８･２９･３０年度競争参加資格（全省庁統一資格）のうち、「物品の販売」で,,,300359900,300359900-31,
31,「Ａ」の等級に格付けされている者であること。,,,300359900,300359900-32,
32,なお、当該資格を有しない者にあっては、入札日までに競争参加資格審査を受け、当,,,300359900,300359900-33,
33,該等級が格付けされた者であること。,,,300359900,300359900-34,
34,（３）本邦法人であること。,,,300359900,300359900-35,
35,- 1 -,,,300359900,300359900-36,
36,（４）現在、国又は政府関係機関等から補助金交付の停止又は契約に係る指名停止等の行政処,,,300359900,300359900-37,
37,分を受けていないこと。,,,300359900,300359900-38,
38,（５）電気事業法第２条の２の規定に基づく小売電気事業の登録を受けている者であること。,,,300359900,300359900-39,
39,（６）菊間国家石油備蓄基地に設置した受電設備及び使用する負荷設備に対し、電力供給が可,,,300359900,300359900-40,
40,能な者であること。,,,300359900,300359900-41,
41,（７）省ＣＯ 化の要素を考慮する観点から、入札説明書に記載する基準により「裾切り方式」 ２,,,300359900,300359900-42,
42,を実施し条件を満たす者であること。,,,300359900,300359900-43,
43,（８）一般競争入札参加申請書を提出し、入札参加資格の通知を受けた者であること。,,,300359900,300359900-44,
44,３．一般競争入札参加申請書の提出場所等,,,300359900,300359900-45,
45,（１）一般競争入札参加申請書の提出場所及び問い合わせ先,,,300359900,300359900-46,
46,〒105-0001 東京都港区虎ノ門二丁目１０番１号,質問箇所所属/担当者,〒105-0001東京都港区虎ノ門二丁目10番1号独立行政法人石油天然ガス・金属鉱物資源機構石油・石油ガス備蓄部石油基地管理課秦佐和子(,300359900,300359900-47,
47,独立行政法人石油天然ガス・金属鉱物資源機構,,,300359900,300359900-48,
48,石油・石油ガス備蓄部 石油基地管理課 秦 佐和子,,,300359900,300359900-49,
49,（電 話） ０３－６７５８－８２１９,質問箇所TEL/FAX,話)03-6758-8219,300359900,300359900-50,
50,（ＦＡＸ） ０３－６７５８－８０６４,質問箇所TEL/FAX,(FAX)03-6758-8064,300359900,300359900-51,
51,（Ｅmail） hata-sawako@jogmec.go.jp,,,300359900,300359900-52,
52,（２）入札説明書等の交付,,,300359900,300359900-53,
53,入札説明書は機構ホームページに公示する。,,,300359900,300359900-54,
54,（３）入札説明会開催の有無：無,,,300359900,300359900-55,
55,（４）一般競争入札参加申請書の提出期限,,,300359900,300359900-56,
56,平成３１年２月４日（月）１２時までに郵送又は持ち込みにより提出のこと。,資格申請締切日時,平成31年2月4日(月)12時,300359900,300359900-57,
57,（５）入札参加資格通知日 平成３１年1月２１日（月）～平成３１年２月５日（火）,仕様書交付期限,平成31年2月5日(火),300359900,300359900-58,
58,４．入札日時、場所,,,300359900,300359900-59,
59,（１）入札日時：平成３１年２月７日（木）１０時２０分,開札日時,平成31年2月7日(木)10時20分,300359900,300359900-60,
60,（２）入札場所：東京都港区虎ノ門二丁目１０番１号 虎ノ門ツインビルディング,開札場所,東京都港区虎ノ門二丁目10番1号虎ノ門ツインビルディング独立行政法人石油天然ガス・金属鉱物資源機構13階会議室,300359900,300359900-61,
61,独立行政法人石油天然ガス・金属鉱物資源機構 １３階会議室,,,300359900,300359900-62,
62,５．その他,,,300359900,300359900-63,
63,（１）契約手続において使用する言語及び通貨,,,300359900,300359900-64,
64,日本語及び日本国通貨。,,,300359900,300359900-65,
65,（２）入札保証金及び契約保証金,,,300359900,300359900-66,
66,全額免除。,,,300359900,300359900-67,
67,（３）入札者に要求される事項,,,300359900,300359900-68,
68,① この競争に参加を希望する者は、本公告に示した調達品を納入できることを証明する,,,300359900,300359900-69,
69,書類を入札参加申請書に添付して提出しなければならない。,,,300359900,300359900-70,
70,② 入札者は、入札参加資格の通知の前日までの間において、契約担当役から上の書類に,,,300359900,300359900-71,
71,関し照会があった場合には、それに応じなければならない。,,,300359900,300359900-72,
72,（４）入札の無効 本公告に示した競争参加資格のない者の提出した入札書及び入札に関する,,,300359900,300359900-73,
73,- 2 -,,,300359900,300359900-74,
74,条件に違反した者の提出した入札書は無効とする。,,,300359900,300359900-75,
75,（５）契約書作成の要否 要。,,,300359900,300359900-76,
76,（６）落札者の決定方法,,,300359900,300359900-77,
77,入札参加資格の通知を受けた者であって、予定価格の制限の範囲内で最低価格をもって,,,300359900,300359900-78,
78,有効な入札を行った者を落札者とする。,,,300359900,300359900-79,
79,（７）手続きにおける交渉の有無 無。,,,300359900,300359900-80,
80,（８）詳細は入札説明書による。,,,300359900,300359900-81,
81,（９）本事業に係る契約締結は、機構が平成３１年度国家備蓄石油管理等事業を受託すること,,,300359900,300359900-82,
82,を条件とします。,,,300359900,300359900-83,
83,○契約の公表に係る留意事項,,,300359900,300359900-84,
84,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」（平,,,300359900,300359900-85,
85,成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人と契約をす,,,300359900,300359900-86,
86,る場合には、当該法人への再就職の状況、当該法人との間の取引等の状況について情報を公開,,,300359900,300359900-87,
87,するなどの取組を進めるとされているところです。,,,300359900,300359900-88,
88,これに基づき、以下のとおり、機構との関係に係る情報を機構のホームページで公表するこ,,,300359900,300359900-89,
89,ととしますので、所要の情報の当方への提供及び情報の公表に同意の上で、応札若しくは応募,,,300359900,300359900-90,
90,又は契約の締結を行っていただくよう御理解と御協力をお願いいたします。,,,300359900,300359900-91,
91,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなさせていた,,,300359900,300359900-92,
92,だきますので、ご了知願います。,,,300359900,300359900-93,
93,（１）公表の対象となる契約先,,,300359900,300359900-94,
94,次のいずれにも該当する契約先,,,300359900,300359900-95,
95,① 機構において役員を経験した者（役員経験者）が再就職していること又は課長相当職,,,300359900,300359900-96,
96,以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として再就職している,,,300359900,300359900-97,
97,こと,,,300359900,300359900-98,
98,② 機構との間の取引高が、総売上高又は事業収入の３分の１以上を占めていること,,,300359900,300359900-99,
99,※ 予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象外,,,300359900,300359900-100,
100,（２）公表する情報,,,300359900,300359900-101,
101,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約締結日、,,,300359900,300359900-102,
102,契約先の名称、契約金額等と併せ、次に掲げる情報を公表します。,,,300359900,300359900-103,
103,① 機構の役員経験者及び課長相当職以上経験者（機構ＯＢ）の人数、職名及び機構にお,,,300359900,300359900-104,
104,ける最終職名,,,300359900,300359900-105,
105,② 機構との間の取引高,,,300359900,300359900-106,
106,③ 総売上高又は事業収入に占める機構との間の取引高の割合が、次の区分のいずれかに,,,300359900,300359900-107,
107,該当する旨,,,300359900,300359900-108,
108,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の２以上,,,300359900,300359900-109,
109,④ 一者応札又は一者応募である場合はその旨,,,300359900,300359900-110,
110,（３）当方に提供していただく情報,,,300359900,300359900-111,
111,① 契約締結日時点で在職している機構ＯＢに係る情報（人数、現在の職名及び機構にお,,,300359900,300359900-112,
112,- 3 -,,,300359900,300359900-113,
113,ける最終職名等）,,,300359900,300359900-114,
114,② 直近の事業年度における総売上高又は事業収入及び機構との間の取引高,,,300359900,300359900-115,
115,（４）公表日,,,300359900,300359900-116,
116,契約締結日の翌日から起算して原則として９３日以内,,,300359900,300359900-117,
0,入 札 公 告,,,300359912,300359912-1,
1,次のとおり一般競争入札に付します。,,,300359912,300359912-2,
2,平成３１年１月１８日,公告日,平成31年1月18日,300359912,300359912-3,
3,独立行政法人石油天然ガス・金属鉱物資源機構,,,300359912,300359912-4,
4,契約担当役 資源備蓄本部長 岩原 達也,,,300359912,300359912-5,
5,１．調達内容,,,300359912,300359912-6,
6,（１）件名及び予定数量等,,,300359912,300359912-7,
7,購入件名：志布志国家石油備蓄基地 特別高圧電力購入（平成３１年度）,入札件名,志布志国家石油備蓄基地特別高圧電力購入(平成31年度)契約,300359912,300359912-8,
8,契約電力：１，４１０ｋＷ 年間予定使用電力量 :３，０６４千ｋＷｈ,,,300359912,300359912-9,
9,（２）件名の特質等 入札説明書による。,,,300359912,300359912-10,
10,（３）契約期間 平成３１年４月１日から平成３２年３月３１日,調達年度;調達終了日;調達開始日,平成31年;平成32年3月31日;平成31年4月1日,300359912,300359912-11,
11,（４）需要場所 鹿児島県肝属郡東串良町字新洲崎５０２４番地１,都道府県;需要場所(住所),鹿児島県;鹿児島県肝属郡東串良町字新洲崎5024番地1,300359912,300359912-12,
12,志布志国家石油備蓄基地,施設名,志布志国家石油備蓄基地,300359912,300359912-13,
13,（５）入札方法 入札金額は、各社において設定する契約電力に対する単一の単価（ｋＷ単,,,300359912,300359912-14,
14,価）及び使用電力量に対する単価（ｋＷｈ単価）を記載すること（その他、,,,300359912,300359912-15,
15,単価内訳がある場合、該当するものの内訳を別途提出すること。）。また、託,,,300359912,300359912-16,
16,送料が必要な事業者にあっては、その内訳を記載すること（小数点以下を含,,,300359912,300359912-17,
17,むことができる。）。,,,300359912,300359912-18,
18,落札の決定に当たっては、独立行政法人石油天然ガス・金属鉱物資源機構,,,300359912,300359912-19,
19,（以下「機構」という。）が提示する計画使用電力量を基に計算した総価で行,,,300359912,300359912-20,
20,うので、当該総価を上記の単価と併せて記載すること（各社において、電力,,,300359912,300359912-21,
21,料金における各種サービスがある場合には、その金額を織り込んだものを総,,,300359912,300359912-22,
22,価とすること。）。,,,300359912,300359912-23,
23,なお、入札者は、消費税及び地方消費税に係る課税業者であるか免税業者,,,300359912,300359912-24,
24,であるかを問わず、入札書には入札者が見積もった価格の１０８分の１００,,,300359912,300359912-25,
25,に該当する金額を入札書に記載すること。,,,300359912,300359912-26,
26,２．競争参加資格,,,300359912,300359912-27,
27,入札参加資格は、次の条件を満たす者であること。,,,300359912,300359912-28,
28,（１）機構の「競争参加者の資格に関する公示」の「３．競争に参加することができない者」,,,300359912,300359912-29,
29,に該当しない者であること。,,,300359912,300359912-30,
30,（２）国の平成２８･２９･３０年度競争参加資格（全省庁統一資格）のうち、「物品の販売」で,,,300359912,300359912-31,
31,「Ａ」の等級に格付けされている者であること。,,,300359912,300359912-32,
32,なお、当該資格を有しない者にあっては、入札日までに競争参加資格審査を受け、当,,,300359912,300359912-33,
33,該等級が格付けされた者であること。,,,300359912,300359912-34,
34,（３）本邦法人であること。,,,300359912,300359912-35,
35,- 1 -,,,300359912,300359912-36,
36,（４）現在、国又は政府関係機関等から補助金交付の停止又は契約に係る指名停止等の行政処,,,300359912,300359912-37,
37,分を受けていないこと。,,,300359912,300359912-38,
38,（５）電気事業法第２条の２の規定に基づく小売電気事業の登録を受けている者であること。,,,300359912,300359912-39,
39,（６）志布志国家石油備蓄基地に設置した受電設備及び使用する負荷設備に対し、電力供給が,,,300359912,300359912-40,
40,可能な者であること。,,,300359912,300359912-41,
41,（７）省ＣＯ 化の要素を考慮する観点から、入札説明書に記載する基準により「裾切り方式」 ２,,,300359912,300359912-42,
42,を実施し条件を満たす者であること。,,,300359912,300359912-43,
43,（８）一般競争入札参加申請書を提出し、入札参加資格の通知を受けた者であること。,,,300359912,300359912-44,
44,３．一般競争入札参加申請書の提出場所等,,,300359912,300359912-45,
45,（１）一般競争入札参加申請書の提出場所及び問い合わせ先,,,300359912,300359912-46,
46,〒105-0001 東京都港区虎ノ門二丁目１０番１号,質問箇所所属/担当者,〒105-0001東京都港区虎ノ門二丁目10番1号独立行政法人石油天然ガス・金属鉱物資源機構石油・石油ガス備蓄部石油基地管理課東田隆祥(,300359912,300359912-47,
47,独立行政法人石油天然ガス・金属鉱物資源機構,,,300359912,300359912-48,
48,石油・石油ガス備蓄部 石油基地管理課 東田 隆祥,,,300359912,300359912-49,
49,（電 話） ０３－６７５８－８２１８,質問箇所TEL/FAX,話)03-6758-8218,300359912,300359912-50,
50,（ＦＡＸ） ０３－６７５８－８０６４,質問箇所TEL/FAX,(FAX)03-6758-8064,300359912,300359912-51,
51,（Ｅmail） higashida-takayoshi@jogmec.go.jp,,,300359912,300359912-52,
52,（２）入札説明書等の交付,,,300359912,300359912-53,
53,入札説明書は機構ホームページに公示する。,,,300359912,300359912-54,
54,（３）入札説明会開催の有無：無,,,300359912,300359912-55,
55,（４）一般競争入札参加申請書の提出期限,,,300359912,300359912-56,
56,平成３１年２月４日（月）１２時までに郵送又は持ち込みにより提出のこと。,資格申請締切日時,平成31年2月4日(月)12時,300359912,300359912-57,
57,（５）入札参加資格通知日 平成３１年１月２１日（月）～平成３１年２月５日（火）,仕様書交付期限,平成31年2月5日(火),300359912,300359912-58,
58,４．入札日時、場所,,,300359912,300359912-59,
59,（１）入札日時：平成３１年２月７日（木）１４時３０分,開札日時,平成31年2月7日(木)14時30分,300359912,300359912-60,
60,（２）入札場所：東京都港区虎ノ門二丁目１０番１号 虎ノ門ツインビルディング,開札場所,東京都港区虎ノ門二丁目10番1号虎ノ門ツインビルディング独立行政法人石油天然ガス・金属鉱物資源機構13階会議室,300359912,300359912-61,
61,独立行政法人石油天然ガス・金属鉱物資源機構 １３階会議室,,,300359912,300359912-62,
62,５．その他,,,300359912,300359912-63,
63,（１）契約手続において使用する言語及び通貨,,,300359912,300359912-64,
64,日本語及び日本国通貨。,,,300359912,300359912-65,
65,（２）入札保証金及び契約保証金,,,300359912,300359912-66,
66,全額免除。,,,300359912,300359912-67,
67,（３）入札者に要求される事項,,,300359912,300359912-68,
68,① この競争に参加を希望する者は、本公告に示した調達品を納入できることを証明する,,,300359912,300359912-69,
69,書類を入札参加申請書に添付して提出しなければならない。,,,300359912,300359912-70,
70,② 入札者は、入札参加資格の通知の前日までの間において、契約担当役から上の書類に,,,300359912,300359912-71,
71,関し照会があった場合には、それに応じなければならない。,,,300359912,300359912-72,
72,（４）入札の無効 本公告に示した競争参加資格のない者の提出した入札書及び入札に関する,,,300359912,300359912-73,
73,- 2 -,,,300359912,300359912-74,
74,条件に違反した者の提出した入札書は無効とする。,,,300359912,300359912-75,
75,（５）契約書作成の要否 要。,,,300359912,300359912-76,
76,（６）落札者の決定方法,,,300359912,300359912-77,
77,入札参加資格の通知を受けた者であって、予定価格の制限の範囲内で最低価格をもって,,,300359912,300359912-78,
78,有効な入札を行った者を落札者とする。,,,300359912,300359912-79,
79,（７）手続きにおける交渉の有無 無。,,,300359912,300359912-80,
80,（８）詳細は入札説明書による。,,,300359912,300359912-81,
81,（９）本事業に係る契約締結は、機構が平成３１年度国家備蓄石油管理等事業を受託すること,,,300359912,300359912-82,
82,を条件とします。,,,300359912,300359912-83,
83,○契約の公表に係る留意事項,,,300359912,300359912-84,
84,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」（平,,,300359912,300359912-85,
85,成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人と契約をす,,,300359912,300359912-86,
86,る場合には、当該法人への再就職の状況、当該法人との間の取引等の状況について情報を公開,,,300359912,300359912-87,
87,するなどの取組を進めるとされているところです。,,,300359912,300359912-88,
88,これに基づき、以下のとおり、機構との関係に係る情報を機構のホームページで公表するこ,,,300359912,300359912-89,
89,ととしますので、所要の情報の当方への提供及び情報の公表に同意の上で、応札若しくは応募,,,300359912,300359912-90,
90,又は契約の締結を行っていただくよう御理解と御協力をお願いいたします。,,,300359912,300359912-91,
91,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなさせていた,,,300359912,300359912-92,
92,だきますので、ご了知願います。,,,300359912,300359912-93,
93,（１）公表の対象となる契約先,,,300359912,300359912-94,
94,次のいずれにも該当する契約先,,,300359912,300359912-95,
95,① 機構において役員を経験した者（役員経験者）が再就職していること又は課長相当職,,,300359912,300359912-96,
96,以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として再就職している,,,300359912,300359912-97,
97,こと,,,300359912,300359912-98,
98,② 機構との間の取引高が、総売上高又は事業収入の３分の１以上を占めていること,,,300359912,300359912-99,
99,※ 予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象外,,,300359912,300359912-100,
100,（２）公表する情報,,,300359912,300359912-101,
101,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約締結日、,,,300359912,300359912-102,
102,契約先の名称、契約金額等と併せ、次に掲げる情報を公表します。,,,300359912,300359912-103,
103,① 機構の役員経験者及び課長相当職以上経験者（機構ＯＢ）の人数、職名及び機構にお,,,300359912,300359912-104,
104,ける最終職名,,,300359912,300359912-105,
105,② 機構との間の取引高,,,300359912,300359912-106,
106,③ 総売上高又は事業収入に占める機構との間の取引高の割合が、次の区分のいずれかに,,,300359912,300359912-107,
107,該当する旨,,,300359912,300359912-108,
108,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の２以上,,,300359912,300359912-109,
109,④ 一者応札又は一者応募である場合はその旨,,,300359912,300359912-110,
110,（３）当方に提供していただく情報,,,300359912,300359912-111,
111,① 契約締結日時点で在職している機構ＯＢに係る情報（人数、現在の職名及び機構にお,,,300359912,300359912-112,
112,- 3 -,,,300359912,300359912-113,
113,ける最終職名等）,,,300359912,300359912-114,
114,② 直近の事業年度における総売上高又は事業収入及び機構との間の取引高,,,300359912,300359912-115,
115,（４）公表日,,,300359912,300359912-116,
116,契約締結日の翌日から起算して原則として９３日以内,,,300359912,300359912-117,
0,入 札 公 告,,,300364835,300364835-1,
1,次のとおり一般競争入札に付します。,,,300364835,300364835-2,
2,令和元年11月25日,公告日,令和元年11月25日,300364835,300364835-3,
3,独立行政法人石油天然ガス・金属鉱物資源機構,,,300364835,300364835-4,
4,契約担当役,,,300364835,300364835-5,
5,金属・石炭事業支援本部長 池田 肇,,,300364835,300364835-6,
6,１．競争入札に付する事項,,,300364835,300364835-7,
7,（１）件名,,,300364835,300364835-8,
8,自然力活用型坑廃水処理調査研究の現地試験に関する電気、計装関連工事,入札件名,自然力活用型坑廃水処理調査研究の現地試験に関する電気、計装関連工事(,300364835,300364835-9,
9,（２）実施場所,,,300364835,300364835-10,
10,秋田県大館市 JOGMEC実証試験場地内（詳細は入札説明会で指示する）,施設名;都道府県;需要場所(住所),JOGMEC実証試験場;秋田県大館市;秋田県大館市JO,300364835,300364835-11,
11,（３）本業務の構成,,,300364835,300364835-12,
12,・既設電力メーターから実証試験設備周辺への電力供給,,,300364835,300364835-13,
13,・試験設備周囲への融雪マットの設置,,,300364835,300364835-14,
14,・電力会社への使用申請等,,,300364835,300364835-15,
15,（４）契約期間,,,300364835,300364835-16,
16,契約締結日から令和2年2月28日,調達終了日;調達開始日,令和2年2月28日;契約締結日から,300364835,300364835-17,
17,（５）入札方法,,,300364835,300364835-18,
18,一般競争入札とする。,,,300364835,300364835-19,
19,入札金額は、請負業務の総価を記載すること。なお、落札者の決定に当たっては、入,,,300364835,300364835-20,
20,札書に記載された金額に当該金額の１０パーセントに相当する額を加算した金額（当該,,,300364835,300364835-21,
21,金額に１円未満の端数があるときは、その端数を切り捨てた金額）をもって落札価格とす,,,300364835,300364835-22,
22,るので、入札者は消費税及び地方消費税に係る課税事業者であるか免税事業者である,,,300364835,300364835-23,
23,かを問わず、見積った価格の１１０分の１００に相当する金額を入札書に記載すること。,,,300364835,300364835-24,
24,２．競争に参加する者に必要な資格に関する事項,,,300364835,300364835-25,
25,下記全ての条件を満たすものについて競争に参加する資格を付与するものとする。,,,300364835,300364835-26,
26,（１）独立行政法人石油天然ガス・金属鉱物資源機構（以下、「機構」という。）の「競争参加者,,,300364835,300364835-27,
27,の資格に関する公示」の「３．競争に参加することができない者」に該当しない者であるこ,,,300364835,300364835-28,
28,と。,,,300364835,300364835-29,
29,（２）現在、国又は政府関係機関等から補助金交付の停止又は契約に係る指名停止等の行政,,,300364835,300364835-30,
30,処分を受けていないこと。,,,300364835,300364835-31,
31,（３）独立行政法人石油天然ガス・金属鉱物資源機構契約事務取扱要領第７条及び独立行政,,,300364835,300364835-32,
32,法人石油天然ガス・金属鉱物資源機構の契約に係る競争参加者資格審査に係る事務,,,300364835,300364835-34,
33,取扱要領の規定による平成３０・３１年度における「工事」に係る一般競争参加者の資格,,,300364835,300364835-35,
34,のうち、工事の分野における「電気」で「A」若しくは「B」の等級に格付けされている者であ,,,300364835,300364835-36,
35,ること、又は現在当該競争資格を有さない者にあっては、９．の競争参加者資格審査を,,,300364835,300364835-37,
36,受け、３．入札参加申し込みの提出期限までに当該等級に格付けされる見込みである者,,,300364835,300364835-38,
37,であること。,,,300364835,300364835-39,
38,（４）本業務の実施に当たり、必要に応じて機構との連絡調整や打合せの適切な対応が可能,,,300364835,300364835-40,
39,であること。,,,300364835,300364835-41,
40,（５）後述の入札説明会に参加し、入札説明書を交付された者。,,,300364835,300364835-42,
41,３．入札参加申し込み,,,300364835,300364835-43,
42,競争入札に参加を希望する者は、令和元年１２月１６日（月）１７時００分までに、下記の提出,資格申請締切日時,令和元年12月16日(月)17時00分まで,300364835,300364835-44,
43,書類を下記４．（１）の場所まで郵送又はファクシミリにより必着・提出のこと。また、ファクシミリ,,,300364835,300364835-45,
44,送信に用いた正本は、後日郵送等により提出すること。,,,300364835,300364835-46,
45,入札参加資格がないと認めた者にだけ、令和元年１２月１８日（水）１２時００分までに「一般,,,300364835,300364835-47,
46,競争入札参加資格者不確認通知書」をファクシミリにて送信する。,,,300364835,300364835-48,
47,【提出書類】,,,300364835,300364835-49,
48,ア．一般競争入札参加及び資格確認申請書,,,300364835,300364835-50,
49,イ．資格決定通知書の写し,,,300364835,300364835-51,
50,※上記アに添付のこと,,,300364835,300364835-52,
51,ウ．会社概要（パンフレット等）,,,300364835,300364835-53,
52,エ．法人印鑑証明書原本（開札日の前日から直近 3 か月以内に発行されたものであるこ,,,300364835,300364835-54,
53,と。開札日当日の持参でも可とする。）,,,300364835,300364835-55,
54,４．契約条項を示す場所並びに入札説明会の日時及び場所,,,300364835,300364835-56,
55,（１）契約条項を示す場所及び問合せ先,,,300364835,300364835-57,
56,〒105-0001 東京都港区虎ノ門二丁目１０番１号,入札書送付先;資格申請送付先,〒105-0001東京都港区虎ノ門二丁目10番1号;〒105-0001東京都港区虎ノ門二丁目10番1号,300364835,300364835-58,
57,独立行政法人石油天然ガス・金属鉱物資源機構,入札書送付先部署/担当者名;資格申請送付先部署/担当者名;質問箇所所属/担当者,独立行政法人石油天然ガス・金属鉱物資源機構金属環境事業部TE調査技術課濱井昂弥;独立行政法人石油天然ガス・金属鉱物資源機構金属環境事業部調査技術課濱井昂弥;独立行政法人石油天然ガス・金属鉱物資源機構金属環境事業部TE調査技術課濱井昂弥,300364835,300364835-59,
58,金属環境事業部 TEL：03-6758-8032、FAX：03-6758-8062,質問箇所TEL/FAX,03-6758-803203-6758-806203-6758-8415,300364835,300364835-60,
59,調査技術課 濱井 昂弥 TEL：03-6758-8415,,,300364835,300364835-61,
60,青木 良介 TEL：03-6758-8515,入札書送付先部署/担当者名;資格申請送付先部署/担当者名;質問箇所TEL/FAX;質問箇所所属/担当者,青木良介;青木良;##L:03-6758-8515;青木良介,300364835,300364835-62,
61,（２）入札説明書の交付方法,,,300364835,300364835-63,
62,下記（３）の入札説明会にて交付する。,,,300364835,300364835-64,
63,（３）入札説明会の日時及び場所,,,300364835,300364835-65,
64,令和元年１２月４日（水）１４時００分～,,,300364835,300364835-67,
65,〒017-0202 秋田県鹿角郡小坂町小坂鉱山字古館９－３,,,300364835,300364835-68,
66,独立行政法人石油天然ガス・金属鉱物資源機構,,,300364835,300364835-69,
67,金属資源技術研究所 2階会議室,,,300364835,300364835-70,
68,なお、金属資源技術研究所で手続き等の説明を行った後に、試験設備を設置する現場へ移,,,300364835,300364835-71,
69,動（片道15分程度）しますので、移動手段をご準備ください。,,,300364835,300364835-72,
70,入札説明会に参加を希望する者は、令和元年１１月２９日（金）１７時までに、（１）で示す連絡,資格申請締切日時,令和元年11月29日(金)17時,300364835,300364835-73,
71,先までファクシミリにより申し込むこと。なお、送信前に必ず電話にて連絡すること。,,,300364835,300364835-74,
72,５．競争執行（入札）の日時及び場所,,,300364835,300364835-75,
73,令和元年１２月１９日（木）１４時００分～,開札日時,令和元年12月19日(木)14時00分~,300364835,300364835-76,
74,〒017-0202 秋田県鹿角郡小坂町小坂鉱山字古館９－３,開札場所,〒017-0202秋田県鹿角郡小坂町小坂鉱山字古館9-3独立行政法人石油天然ガス・金属鉱物資源機構金属資源技術研究所2階会議室6,300364835,300364835-77,
75,独立行政法人石油天然ガス・金属鉱物資源機構,,,300364835,300364835-78,
76,金属資源技術研究所 2階会議室,,,300364835,300364835-79,
77,６．入札保証金及び契約保証金に関する事項,,,300364835,300364835-80,
78,全額免除,,,300364835,300364835-81,
79,７．その他必要な事項,,,300364835,300364835-82,
80,（１）入札の無効,,,300364835,300364835-83,
81,競争に参加する資格を有しない者がした入札及び入札の条件に違反した入札は無効と,,,300364835,300364835-84,
82,する。,,,300364835,300364835-85,
83,（２）契約書作成の要否,,,300364835,300364835-86,
84,要,,,300364835,300364835-87,
85,（３）落札者の決定方法,,,300364835,300364835-88,
86,予定価格の制限の範囲内で最低価格をもって有効な入札を行った者を落札者とする。,,,300364835,300364835-89,
87,（４）入札及び契約手続きに使用する言語及び通貨,,,300364835,300364835-90,
88,日本語及び日本国通貨に限る。,,,300364835,300364835-91,
89,８．契約の公表に係る留意事項,,,300364835,300364835-92,
90,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」,,,300364835,300364835-93,
91,（平成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人と契約を,,,300364835,300364835-94,
92,する場合には、当該法人への再就職の状況、当該法人との間の取引等の状況について情報,,,300364835,300364835-95,
93,を公開するなどの取組を進めるとされているところ。,,,300364835,300364835-96,
94,これに基づき、以下のとおり、当機構との関係に係る情報を当機構のホームページで公表,,,300364835,300364835-97,
95,することとするので、所要の情報の当方への提供及び情報の公表に同意の上で、応札若しく,,,300364835,300364835-98,
96,は応募又は契約の締結を行うよう御理解と御協力をお願いいたしたい。,,,300364835,300364835-100,
97,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなす。,,,300364835,300364835-101,
98,（１）公表の対象となる契約先,,,300364835,300364835-102,
99,次のいずれにも該当する契約先,,,300364835,300364835-103,
100,① 当機構において役員を経験した者（役員経験者）が再就職していること又は課長相,,,300364835,300364835-104,
101,当職以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として再就職,,,300364835,300364835-105,
102,していること,,,300364835,300364835-106,
103,② 当機構との間の取引高が、総売上高又は事業収入の３分の１以上を占めていること,,,300364835,300364835-107,
104,※ 予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象外,,,300364835,300364835-108,
105,（２）公表する情報,,,300364835,300364835-109,
106,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約締,,,300364835,300364835-110,
107,結日、契約先の名称、契約金額等と併せ、次に掲げる情報を公表する。,,,300364835,300364835-111,
108,① 当機構の役員経験者及び課長相当職以上経験者（当機構ＯＢ）の人数、職名及び,,,300364835,300364835-112,
109,当機構における最終職名,,,300364835,300364835-113,
110,② 当機構との間の取引高,,,300364835,300364835-114,
111,③ 総売上高又は事業収入に占める当機構との間の取引高の割合が、次の区分のいず,,,300364835,300364835-115,
112,れかに該当する旨,,,300364835,300364835-116,
113,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の２以上,,,300364835,300364835-117,
114,④ 一者応札又は一者応募である場合はその旨,,,300364835,300364835-118,
115,（３）当方に提供していただく情報,,,300364835,300364835-119,
